TIMESTAMP,METHOD,100-CNT,100-AVG,100-STD,100-MAX,180-CNT,180-AVG,180-STD,180-MAX,200-CNT,200-AVG,200-STD,200-MAX
1595310125,INVITE,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0
